first_name,last_name,round,teetime,pos,round1.topar,topar,total,round1.total,hole01,hole02,hole03,hole04,hole05,hole06,hole07,hole08,hole09,hole10,hole11,hole12,hole13,hole14,hole15,hole16,hole17,hole18,round2.topar,round2.total,round3.topar,round3.total,round4.topar,round4.total
Tiger,Woods,1,9:20 AM,1,-2,-13,275,70,4,4,4,3,5,3,4,5,3,4,4,3,4,3,5,3,5,4,NA,NA,NA,NA,NA,NA
Dustin,Johnson,1,8:47 AM,T2,-4,-12,276,68,4,4,4,3,4,3,4,4,4,5,3,3,4,4,5,2,4,4,NA,NA,NA,NA,NA,NA
Xander,Schauffele,1,8:58 AM,T2,-4,-12,276,73,3,4,5,3,5,3,4,5,3,4,5,3,4,5,4,3,4,6,NA,NA,NA,NA,NA,NA
Brooks,Koepka,1,9:09 AM,T2,-2,-12,276,66,4,4,4,3,4,3,4,5,4,3,4,2,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA
Jason,Day,1,8:14 AM,T5,-5,-11,277,70,5,4,4,3,4,3,4,4,4,4,4,3,4,4,5,2,5,4,NA,NA,NA,NA,NA,NA
Webb,Simpson,1,9:09 AM,T5,-2,-11,277,72,4,6,3,3,4,3,5,4,4,5,4,3,3,4,5,3,5,4,NA,NA,NA,NA,NA,NA
Francesco,Molinari,1,9:20 AM,T5,+2,-11,277,70,4,4,4,3,4,3,4,5,4,4,5,3,5,4,4,3,4,3,NA,NA,NA,NA,NA,NA
Tony,Finau,1,9:20 AM,T5,E,-11,277,71,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,3,5,4,NA,NA,NA,NA,NA,NA
Jon,Rahm,1,8:25 AM,T9,-4,-10,278,69,4,5,3,2,5,3,4,6,3,4,3,3,4,4,5,3,4,4,NA,NA,NA,NA,NA,NA
Patrick,Cantlay,1,8:36 AM,T9,-4,-10,278,73,4,4,4,3,6,3,4,5,4,5,4,2,4,4,5,3,5,4,NA,NA,NA,NA,NA,NA
Rickie,Fowler,1,8:47 AM,T9,-3,-10,278,70,4,5,5,3,4,3,4,5,4,4,3,2,5,4,4,3,4,4,NA,NA,NA,NA,NA,NA
Bubba,Watson,1,8:14 AM,T12,-3,-8,280,72,4,5,4,3,4,4,4,4,4,4,4,3,5,5,4,3,4,4,NA,NA,NA,NA,NA,NA
Justin,Thomas,1,8:25 AM,T12,-2,-8,280,73,4,5,3,4,4,4,4,4,4,4,4,3,5,4,5,3,4,5,NA,NA,NA,NA,NA,NA
Matt,Kuchar,1,8:58 AM,T12,E,-8,280,71,4,4,4,3,4,3,4,5,4,4,5,3,3,4,6,4,4,3,NA,NA,NA,NA,NA,NA
Justin,Harding,1,8:58 AM,T12,E,-8,280,69,3,5,3,3,5,2,4,5,4,4,4,3,5,4,4,3,3,5,NA,NA,NA,NA,NA,NA
Ian,Poulter,1,9:09 AM,T12,+1,-8,280,68,4,4,4,3,4,2,4,5,5,4,4,3,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA
Aaron,Wise,1,7:30 AM,17,-5,-7,281,75,5,4,4,3,4,3,3,5,4,3,4,3,5,5,5,4,6,5,NA,NA,NA,NA,NA,NA
Patton,Kizzire,1,7:41 AM,T18,-3,-6,282,70,4,3,4,3,4,3,4,4,4,4,4,4,4,4,5,3,4,5,NA,NA,NA,NA,NA,NA
Phil,Mickelson,1,8:25 AM,T18,E,-6,282,67,4,4,4,3,4,3,4,4,4,5,5,2,4,4,4,2,4,3,NA,NA,NA,NA,NA,NA
Adam,Scott,1,8:36 AM,T18,+1,-6,282,69,4,5,4,3,4,3,5,4,3,4,4,4,5,4,4,3,3,3,NA,NA,NA,NA,NA,NA
Si Woo,Kim,1,7:30 AM,T21,-3,-5,283,72,4,5,4,3,4,4,4,5,3,5,4,5,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA
Kyle,Stanley,1,7:30 AM*,T21,-3,-5,283,72,5,4,4,4,4,3,4,4,5,5,3,2,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA
Matthew,Fitzpatrick,1,7:41 AM,T21,-2,-5,283,78,5,5,4,4,5,2,5,5,3,4,4,3,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA
Kevin,Kisner,1,7:41 AM*,T21,-3,-5,283,69,4,4,4,4,4,3,5,4,4,4,3,4,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA
Rory,McIlroy,1,7:52 AM*,T21,-4,-5,283,73,5,5,3,3,4,4,4,4,4,5,5,3,4,4,4,2,5,5,NA,NA,NA,NA,NA,NA
Jordan,Spieth,1,8:03 AM,T21,-1,-5,283,75,5,4,5,3,4,5,4,5,5,4,4,3,5,4,5,2,4,4,NA,NA,NA,NA,NA,NA
Lucas,Bjerregaard,1,8:14 AM,T21,E,-5,283,70,4,4,3,5,4,2,4,5,4,4,4,3,4,4,4,3,4,5,NA,NA,NA,NA,NA,NA
Thorbjorn,Olesen,1,8:36 AM,T21,+1,-5,283,71,4,5,3,3,4,3,4,4,4,4,4,3,5,4,5,4,4,4,NA,NA,NA,NA,NA,NA
Charley,Hoffman,1,7:30 AM*,T29,-2,-4,284,71,5,4,4,3,4,2,4,5,5,5,4,3,4,4,5,3,3,4,NA,NA,NA,NA,NA,NA
Bryson,DeChambeau,1,7:41 AM*,T29,-2,-4,284,66,4,4,5,2,4,3,4,4,5,4,4,2,4,5,4,2,3,3,NA,NA,NA,NA,NA,NA
Louis,Oosthuizen,1,8:47 AM,T29,+4,-4,284,71,4,4,3,3,5,3,5,5,4,4,3,3,4,4,6,3,4,4,NA,NA,NA,NA,NA,NA
Viktor,Hovland,1,7:30 AM*,T32,-1,-3,285,72,4,4,5,3,4,3,5,5,4,4,5,3,4,4,4,2,4,5,NA,NA,NA,NA,NA,NA
Hideki,Matsuyama,1,7:52 AM,T32,E,-3,285,75,5,6,5,3,3,3,4,5,4,6,5,3,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA
Gary,Woodland,1,7:52 AM*,T32,-2,-3,285,70,5,4,4,3,3,3,3,5,4,4,4,3,5,4,4,3,4,5,NA,NA,NA,NA,NA,NA
Charles,Howell III,1,8:03 AM*,T32,-3,-3,285,73,5,5,4,3,4,3,4,4,4,3,5,2,4,4,6,3,5,5,NA,NA,NA,NA,NA,NA
Kevin,Tway,1,7:41 AM,T36,+1,-2,286,72,4,4,4,2,5,2,5,4,5,4,5,3,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA
Henrik,Stenson,1,7:52 AM,T36,+1,-2,286,74,4,5,3,3,5,2,4,5,4,5,4,3,8,4,4,3,4,4,NA,NA,NA,NA,NA,NA
Tommy,Fleetwood,1,8:03 AM,T36,+2,-2,286,71,4,4,4,3,4,3,3,5,4,5,4,3,5,5,4,3,4,4,NA,NA,NA,NA,NA,NA
Jimmy,Walker,1,8:03 AM*,T36,-2,-2,286,72,4,5,3,4,4,3,4,4,5,4,5,3,4,4,5,3,4,4,NA,NA,NA,NA,NA,NA
Alvaro,Ortiz,1,8:14 AM*,T36,-3,-2,286,73,4,5,4,3,5,3,4,4,4,4,5,3,6,4,5,3,3,4,NA,NA,NA,NA,NA,NA
Patrick,Reed,1,8:25 AM*,T36,-3,-2,286,73,4,5,4,4,4,3,5,5,4,3,5,3,3,5,4,3,4,5,NA,NA,NA,NA,NA,NA
Rafael,Cabrera Bello,1,8:47 AM*,T36,-4,-2,286,73,5,5,3,3,4,3,4,4,5,7,4,3,5,4,4,2,4,4,NA,NA,NA,NA,NA,NA
Keegan,Bradley,1,7:52 AM*,T43,E,-1,287,76,6,4,4,3,4,3,5,4,4,5,5,3,5,4,4,3,4,6,NA,NA,NA,NA,NA,NA
Keith,Mitchell,1,8:25 AM*,T43,-3,-1,287,72,4,5,4,4,4,3,4,5,4,4,4,3,5,6,3,2,4,4,NA,NA,NA,NA,NA,NA
Haotong,Li,1,8:58 AM*,T43,-4,-1,287,72,4,4,3,3,4,4,4,4,4,5,5,3,4,4,5,3,4,5,NA,NA,NA,NA,NA,NA
Corey,Conners,1,8:03 AM,T46,+4,E,288,70,4,5,5,3,4,2,5,5,4,4,4,3,4,3,3,3,4,5,NA,NA,NA,NA,NA,NA
Kevin,Na,1,8:14 AM*,T46,-1,E,288,71,4,4,4,3,4,2,5,5,4,4,4,4,4,4,4,3,4,5,NA,NA,NA,NA,NA,NA
Andrew,Landry,1,8:36 AM*,T46,-2,E,288,72,5,4,4,4,4,3,4,4,4,5,4,3,7,3,4,2,4,4,NA,NA,NA,NA,NA,NA
